Title,Description,URL,Published At,Source
India iPhone production will be boosted by $1.5B Foxconn investment,"Foxconn has made a $1.5 billion investment into its India arm, a move that will almost certainly fund its expansion of iPhone production in the country.A Foxconn factory signIndia is growing as a production base for iPhones, as Apple diversifies its supply ch…",https://appleinsider.com/articles/25/05/19/india-iphone-production-will-be-boosted-by-15b-foxconn-investment,2025-05-19T15:53:30Z,AppleInsider
"OpenAI and Jony Ive’s AI product slated for 2027 launch, per Kuo report","Right after yesterday’s bombshell announcement that OpenAI had acquired Jony Ive’s AI startup to form a new company called io, the entire tech world immediately began asking, “OK, but what is it?”



Now, supply chain analyst and frequent Apple leaker Ming-Ch…",https://9to5mac.com/2025/05/22/openai-and-jony-ives-ai-product-launch-2027/,2025-05-22T16:18:05Z,9to5Mac
India now leads iPhone exports to the U.S. as trade war reshapes supply chains,"Apple is now exporting more iPhones to the U.S. from India than China for the second month running, a clear sign of shifting production priorities.iPhone 16 lineupApple hit a major supply chain milestone in April 2025. For the second consecutive month, more i…",https://appleinsider.com/articles/25/05/27/india-now-leads-iphone-exports-to-the-us-as-trade-war-reshapes-supply-chains,2025-05-27T15:57:21Z,AppleInsider
‘Sony: Because Caucasians Are Just Too Damn Tall’,,https://www.youtube.com/supported_browsers?next_url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3D96iJsdGkl44,2025-05-26T22:29:27Z,YouTube
AI could consume more power than Bitcoin by the end of 2025,"AI could soon surpass Bitcoin mining in energy consumption, according to a new analysis that concludes artificial intelligence could use close to half of all the electricity consumed by data centers globally by the end of 2025. The estimates come from Alex de…",https://www.theverge.com/climate-change/676528/ai-data-center-energy-forecast-bitcoin-mining,2025-05-29T18:58:37Z,The Verge
Apple Rumored to Redesign the iPhone Every Year Through to 2027,"Apple is reportedly preparing to implement significant iPhone hardware redesigns each year for the next three generations.





According leaks from the Chinese supply chain disclosed by Weibo user ""Digital Chat Station,"" Apple plans to carry out a series of …",https://www.macrumors.com/2025/05/27/apple-rumored-to-redesign-iphone-until-2027/,2025-05-27T12:17:31Z,MacRumors
Apple's Long-Rumored 'homeOS' Possibly Trademarked Ahead of WWDC,"Apple's long-rumored ""homeOS"" operating system might finally be on the horizon, based on recent trademark activity reviewed by MacRumors.





An apparent shell company known as Home Operations Suite LLC has submitted trademark applications for ""HOMEOS"" in a …",https://www.macrumors.com/2025/06/05/homeos-trademark-filings/,2025-06-05T19:25:02Z,MacRumors
How Stolen iPhones Travel From Western Streets to Chinese Markets,"The Feiyang Times is an unassuming tower in Shenzhen's Huaqiangbei district, but it has earned the nickname ""the stolen iPhone building"" in Apple community forums. According to a Financial Times investigation (paywalled), the building has become a major hub i…",https://www.macrumors.com/2025/05/21/stolen-iphones-western-streets-chinese-markets/,2025-05-21T10:28:07Z,MacRumors
Target and Walmart Cancel Switch 2 Orders but Hope People Mob Stores on June 5,"Check to make sure your Nintendo Switch 2 preorder went through, stat.",https://gizmodo.com/target-and-walmart-cancel-switch-2-orders-but-hope-people-mob-stores-on-june-5-2000610431,2025-06-03T14:45:44Z,Gizmodo.com
Sam Altman and Jony Ive Will Kill AI Gadgets Long Before They Kill the iPhone,There's a lot more at stake for AI hardware than there is phones.,https://gizmodo.com/sam-altman-and-jony-ive-will-kill-ai-gadgets-long-before-they-kill-the-iphone-2000606717,2025-05-26T12:00:04Z,Gizmodo.com
Solar Tax Credits Are on the Chopping Block—Install Soon or Pay the Price,"For anyone who can afford to go solar, ""now would be the time"" because House Republicans want to end federal tax credits that make it affordable.",https://gizmodo.com/solar-tax-credits-are-on-the-chopping-block-install-soon-or-pay-the-price-2000603399,2025-05-16T17:45:40Z,Gizmodo.com
iPhone 17 Air Battery Capacity and Weight Allegedly Revealed,"Apple is expected to launch an all-new ultra-thin iPhone 17 Air later this year, and while there has been plenty of rumors about the camera's overall design and thinness, we haven't heard any details about the device's weight and battery capacity until now.

…",https://www.macrumors.com/2025/05/19/iphone-17-air-battery-capacity-revealed/,2025-05-19T09:22:48Z,MacRumors
MCP Will Be Built Into Windows To Make an 'Agentic OS' - Bringing Security Concerns,"It's like ""a USB-C port for AI applications..."" according to the official documentation for MCP — ""a standardized way to connect AI models to different data sources and tools."" 

And now Microsoft has ""revealed plans to make MCP a native component of Windows,…",https://tech.slashdot.org/story/25/05/24/1740221/mcp-will-be-built-into-windows-to-make-an-agentic-os---bringing-security-concerns,2025-05-24T22:34:00Z,Slashdot.org
These are the 3 phrases you might be hearing more of as companies avoid saying 'tariff',"The word ""tariff"" may soon become scarce as retailers attempt price transparency without drawing President Trump's ire.",https://www.businessinsider.com/tariff-becomes-new-divisive-word-dei-esg-walmart-2025-5,2025-05-23T09:50:02Z,Business Insider
4 factors that help explain why Walmart and Home Depot are sending opposite signals on price hikes,"Walmart opened the door for retailers to hike prices over tariffs, but Home Depot doesn't plan to. Digging into each business helps explain why.",https://www.businessinsider.com/why-walmart-raising-prices-home-depot-not-2025-5,2025-05-21T09:30:02Z,Business Insider
PwC is shaking up its advisory arm to meet consulting demand. Here are the 8 groups it's hiring for.,PwC is hiring thousands as part of a reorganization of its advisory arm that's intended to meet consulting demand for industry-specific solutions.,https://www.businessinsider.com/pwc-advisory-arm-reorganization-hiring-thousands-consulting-demand-2025-6,2025-06-11T02:44:49Z,Business Insider
"Malicious PyPI, npm, and Ruby Packages Exposed in Ongoing Open-Source Supply Chain Attacks","Several malicious packages have been uncovered across the npm, Python, and Ruby package repositories that drain funds from cryptocurrency wallets, erase entire codebases after installation, and exfiltrate Telegram API tokens, once again demonstrating the vari…",https://thehackernews.com/2025/06/malicious-pypi-npm-and-ruby-packages.html,2025-06-04T10:11:00Z,Internet
How Arizona Is Powering the Growth of AI - SPONSOR CONTENT FROM ARIZONA COMMERCE AUTHORITY,Sponsor content from Arizona Commerce Authority.,https://hbr.org/sponsored/2025/05/how-arizona-is-powering-the-growth-of-ai,2025-05-19T16:29:30Z,Harvard Business Review
Another Crack in the Chain of Trust: Uncovering (Yet Another) Secure Boot Bypass,"Binarly uncovers CVE-2025-3052: a Secure Boot bypass affecting most UEFI devices, enabling attackers to run unsigned code before OS load.",https://www.binarly.io/blog/another-crack-in-the-chain-of-trust,2025-06-10T19:55:18Z,Binarly.io
Weaponizing Dependabot – Exploiting GitHub Automation for Supply Chain Attacks,Attackers are now exploiting GitHub's Dependabot to inject malicious code through pull request workflows. Learn how this happens and what real-world impact it can cause.,https://www.darknet.org.uk/2025/06/weaponizing-dependabot-exploiting-github-automation-for-supply-chain-attacks/,2025-06-04T01:00:00Z,Darknet.org.uk
"Exclusive-China issues rare earth licenses to suppliers of top 3 US automakers, sources say","BEIJING/WASHINGTON (Reuters) -China has granted temporary export licenses to rare-earth suppliers of the top three U.S. automakers, two sources familiar with...",https://ca.finance.yahoo.com/news/exclusive-china-issues-rare-earth-151835288.html,2025-06-06T15:18:35Z,Yahoo Entertainment
"In Gaza, selling or serving food can get you killed","In its campaign of starvation, Israel is targeting all links of the food supply chain.",https://www.aljazeera.com/opinions/2025/5/25/in-gaza-selling-or-serving-food-can-get-you-killed,2025-05-25T12:22:27Z,Al Jazeera English
"G7 vows to address global economic ‘imbalances’, considers Russia sanctions",The group said it would call for analysis on international supply chain resilience.,https://www.aljazeera.com/economy/2025/5/22/g7-vows-to-address-global-economic-imbalances-considers-russia-sanctions,2025-05-22T21:08:13Z,Al Jazeera English
"Stagflation Is the Economy's Sleeping Bear. Trump's Tariffs Could Wake It, Experts Warn",Trump’s sweeping tariffs risk a brutal combination of an economic slowdown and high inflation.,https://www.cnet.com/personal-finance/banking/stagflation-is-the-economys-sleeping-bear-trumps-tariffs-could-wake-it-experts-warn/,2025-05-20T18:00:00Z,CNET
Will Apple Preview Its Rumored 'HomePad' at WWDC Next Week?,"Apple is rumored to be working on a smart home hub that has been nicknamed the ""HomePad."" The device is expected to have a square iPad-like screen that can be attached to a HomePod-like speaker base, or it can be mounted on a wall.



We know, it probably won…",https://www.macrumors.com/2025/06/04/homepad-preview-at-wwdc-2025-or-not/,2025-06-04T15:24:01Z,MacRumors
HomePod Turns 8: Here's When to Expect New Models,"Eight years ago today, Apple introduced the HomePod, a smart speaker that it said would provide ""amazing sound quality and intelligence"" in the home.





""Apple reinvented portable music with iPod and now HomePod will reinvent how we enjoy music wirelessly t…",https://www.macrumors.com/2025/06/05/homepod-turns-8/,2025-06-05T15:24:19Z,MacRumors
Here's Why Honda Is Suddenly Scaling Back Its EV Plans for the Future,"The automaker cites a market slowdown as it cuts its planned investment, but a couple of futuristic EVs are still in the works.",https://www.autoweek.com/news/a64838658/honda-ev-strategy-2030-reduction/,2025-05-21T16:23:00Z,Autoweek
Leaked memo reveals new leaders reorganizing Amazon's grocery business and integrating Whole Foods,Jason Buechel has a new leadership team that's bringing Whole Foods into the fold of Amazon's broader grocery business.,https://www.businessinsider.com/amazon-grocery-leaders-reorganizating-whole-foods-2025-6,2025-06-12T09:01:02Z,Business Insider
Military Incremental Complex is freeware classic Dope Wars for arms dealing,"Oh, Dope Wars '98, let me count the ways you moulded me into the man I am today, buying extra large trench coats in which to store my 100 units of acid. Military Incremental Complex riffs off that game's unmistakably '98 interface, but instead of playing a co…",https://www.rockpapershotgun.com/military-incremental-complex-is-freeware-classic-dope-wars-for-arms-dealing,2025-05-21T09:16:56Z,Rock Paper Shotgun
Trump warns Apple of 25% tariffs if iPhones not made in US,"(Reuters) -U.S. President Donald Trump cranked up his trade threats on Friday, targeting both smartphone giant Apple  along with imports from the entire...",https://finance.yahoo.com/news/apple-pay-25-tariff-phones-112945394.html,2025-05-23T11:29:45Z,Yahoo Entertainment
Authorities make disturbing discovery after searching man's vehicle at US-Mexico border: 'We are committed to holding accountable ...',"Authorities have arrested the man, who now faces “charges of importation contrary to law.""",https://www.yahoo.com/news/authorities-disturbing-discovery-searching-mans-113052963.html,2025-06-01T11:30:52Z,Yahoo Entertainment
"I own a reselling business with my wife, and our sales are booming thanks to tariffs. I can't attribute this growth to anything else.",Business owner Ryan Frankel and his wife's reselling business has seen 41% revenue increase since President Trump announced new tariffs.,https://www.businessinsider.com/us-thrifting-business-prospering-after-trump-announced-tariffs-2025-5,2025-05-17T12:37:02Z,Business Insider
The World’s Best Supply Chains,Supply chain executives want to know which companies have the best supply chains. Gartner publishes a well-known list. But Supply Chain Insights has a better methodology.,https://www.forbes.com/sites/stevebanker/2025/06/04/the-worlds-best-supply-chains/,2025-06-04T17:34:27Z,Forbes
Netherlands still backs Israeli F-35 ‘supply chain of death’: Report,"Maersk ships between the US and Israel carrying F-35 components are routed through Rotterdam, a grassroots group claims.",https://www.aljazeera.com/news/2025/6/5/netherlands-still-backs-israeli-f-35-supply-chain-of-death-report,2025-06-05T13:04:23Z,Al Jazeera English
Universities are tailoring supply chain courses to prepare students for the industry's AI revolution,Universities are offering AI-focused supply chain courses and collaborating with companies like Blue Yonder to prepare future industry professionals.,https://www.businessinsider.com/supply-chain-courses-at-universities-preparing-students-for-ai-technology-2025-6,2025-06-09T18:13:56Z,Business Insider
Amazon isn't slowing down on AI with a $10 billion data center in North Carolina,"Amazon (AMZN) is almost doubling its investment in North Carolina, announcing $10 billion worth of AI infrastructure for Amazon Web Services’ supply chain of data centers. It cited increased demand for compute power due to generative AI.Read more...",https://qz.com/amazing-ai-data-centers-north-carolina-10-billion-1851783602,2025-06-04T17:24:00Z,Quartz India
When Transparency Gets Intimate: Manufacturing Honesty in the Age of Trade Wars,"What a time to be alive—especially if you're in the business of making things that people actually want to touch, wear, and, well... use intimately.San Francisco-based Crave launched their latest edition of the Tease Necklace while doing something radical in …",https://www.core77.com/posts/137085/When-Transparency-Gets-Intimate-Manufacturing-Honesty-in-the-Age-of-Trade-Wars,2025-05-29T14:43:00Z,Core77.com
Falling China exports signal a major shift in iPhone production & pricing,"Tariffs, politics, and shifting priorities are unraveling the iPhone supply chain that once tied the US and China together.Tim Cook credits India for half of US iPhone salesIn April 2025, China's smartphone shipments to the United States dropped 72% year over…",https://appleinsider.com/articles/25/05/20/falling-china-exports-signal-a-major-shift-in-iphone-production-pricing,2025-05-20T13:47:07Z,AppleInsider
Tariff Havoc Is Forecasted To Create A Global Supply Chain Collapse,Everstream Analytics is forecasting a global supply chain collapse due to shortages of rare earth materials. Everstream has robust supply chain risk data.,https://www.forbes.com/sites/stevebanker/2025/06/01/tariff-havoc-is-forecasted-to-create-a-global-supply-chain-collapse/,2025-06-01T14:30:50Z,Forbes
"Nvidia reports Q1 revenue up 69% YoY to $44.06B, vs. $43.31B est., Data Center revenue up 73% to $39.1B, and net income up 26% to $18.78B (Kif Leswing/CNBC)","Kif Leswing / CNBC:
Nvidia reports Q1 revenue up 69% YoY to $44.06B, vs. $43.31B est., Data Center revenue up 73% to $39.1B, and net income up 26% to $18.78B  —  - CNBC Councils  — Supply Chain Values  — CNBC on Peacock  — Join the CNBC Panel  — Ad Choices  —…",https://www.techmeme.com/250528/p37,2025-05-28T20:30:01Z,Techmeme.com
Supply Chain Leaders Face The Cost Vs. Resilience Balancing Act,"With cost concerns back in focus, executive attention to supply chain risk has waned. Here's how supply chain leaders can re-engage the C-suite.",https://www.forbes.com/sites/sap/2025/06/03/supply-chain-leaders-face-the-cost-vs-resilience-balancing-act/,2025-06-03T13:00:49Z,Forbes
iPhone 17 screen rumored to be larger than iPhone 16,"The iPhone 17 could end up with a larger display than the iPhone 16, with a new supply chain rumor reinforcing previous rumors of a 6.3 inches diagonal screen.The iPhone 17 could match the iPhone 17 Pro's 6.3-inch screen sizeThe iPhone range has different siz…",https://appleinsider.com/articles/25/05/29/iphone-17-screen-rumored-to-be-larger-than-iphone-16,2025-05-29T19:05:33Z,AppleInsider
"iPhone 18 rumored to get under display Face ID, perfected in iPhone 19","The evolution of Face ID will see it finally move under the display with the iPhone 18, with new rumor claiming all front cameras will be under-display by 2027.The Dynamic Island hides the TrueDepth camera used for Face ID. Apple has repeatedly been rumored t…",https://appleinsider.com/articles/25/05/27/iphone-18-rumored-to-get-under-display-face-id-perfected-in-iphone-19,2025-05-27T14:52:44Z,AppleInsider
TVA submits first US BWRX-300 construction application,"The Tennessee Valley Authority has submitted an application to the US Nuclear Regulatory Commission for a permit to build a GE Vernova Hitachi Nuclear Energy BWRX-300 small modular reactor at Clinch River.
;",https://www.world-nuclear-news.org/articles/tva-submits-first-us-bwrx-300-construction-application,2025-05-21T17:05:50Z,World Nuclear News
Australia's Lynas surges as automakers flag risks from China's rare-earth export curbs,"(Reuters) -Shares of Australia's Lynas Rare Earths climbed on Thursday to their highest point in more than two years, after global automakers warned that...",https://ca.finance.yahoo.com/news/australias-lynas-surges-automakers-flag-061800236.html,2025-06-05T06:18:00Z,Yahoo Entertainment
"★ Idiocy or Jackassery, You Make the Call: Tripp Mickle on Whether Trump’s ‘Made in America’ iPhone Is a Fantasy",My chances of ever landing a job at The New York Times continue to sink.,https://daringfireball.net/2025/05/idiocy_or_jackassery_you_make_the_call_made_in_america_iphone,2025-05-24T20:16:44Z,Daringfireball.net
‘Doom: The Dark Ages’ Is My First Game in the Series—and It Absolutely Rips (and Tears),Id Software and Bethesda Softworks' 'Doom' prequel is packed with aura and hype moments that'll make you go 'hell yeah' from start to finish.,https://gizmodo.com/doom-the-dark-ages-review-id-bethesda-2000602758,2025-05-16T15:20:41Z,Gizmodo.com
An Interview with “Apple in China” Author Patrick McGee,"An Interview with ""Apple in China"" Author Patrick McGee about Apple's reluctant shift to outsourcing, its stunning success, and how its position relative to its supply chain has shifted over time.",https://stratechery.com/2025/an-interview-with-apple-in-china-author-patrick-mcgee/,2025-06-12T09:54:34Z,Stratechery.com
The growing shadow in healthcare: securing the vulnerable supply chain,"Cyberattacks are targeting healthcare’s digital supply chain, threatening patient care and critical services.",https://www.techradar.com/pro/the-growing-shadow-in-healthcare-securing-the-vulnerable-supply-chain,2025-06-04T06:56:05Z,TechRadar
3D printers leave hidden 'fingerprints' that reveal part origins,"A new artificial intelligence system pinpoints the origin of 3D printed parts down to the specific machine that made them. The technology could allow manufacturers to monitor their suppliers and manage their supply chains, detecting early problems and verifyi…",https://www.sciencedaily.com/releases/2025/05/250522124744.htm,2025-05-22T16:47:44Z,Science Daily
Linux Foundation tries to play peacemaker in ongoing WordPress scuffle,"FAIR Package Manager project aims to prevent political power plays
The Linux Foundation on Friday introduced a new method to distribute WordPress updates and plugins that's not controlled by any one party, in a bid to ""stabilize the WordPress ecosystem"" after…",https://www.theregister.com/2025/06/06/linux_foundation_wordpress_peacemaker/,2025-06-06T20:40:16Z,Theregister.com
The Global Chessboard: Preparing For Trade And Supply Chain Uncertainties,Entrepreneurs need to quickly adapt to surf through disruptions and reorient their companies to new opportunities.,https://www.forbes.com/councils/forbesbusinesscouncil/2025/05/21/the-global-chessboard-preparing-for-trade-and-supply-chain-uncertainties/,2025-05-21T12:30:00Z,Forbes
The Panama Canal’s Role In Strategic Supply Chain Planning,"Whether you move freight by ocean, road or rail, your strategy is more connected to this 50-mile corridor than you may think.",https://www.forbes.com/councils/forbesbusinessdevelopmentcouncil/2025/06/13/the-panama-canals-role-in-strategic-supply-chain-planning/,2025-06-13T11:30:00Z,Forbes
China's electric cars are becoming slicker and cheaper - but is there a deeper cost?,The future for EVs will inevitably involve China. But where does that leave the UK and Europe markets – and what of the questions around national security?,https://www.bbc.com/news/articles/cy8d4v69jw6o,2025-06-09T23:04:10Z,BBC News
Food Safety Depends On Every Link In The Supply Chain,Almost 1 in 10 people globally fall ill from contaminated food every year. Making our food supply safer for communities depends on everyone.,https://www.forbes.com/sites/daniellenierenberg/2025/06/06/food-safety-depends-on-every-link-in-the-supply-chain/,2025-06-06T13:55:41Z,Forbes
China’s Rare Earth Clampdown Threatens Global EV Supply Chain - Report,"China's rare earth clampdown threatens global EV supply chain, but its big export requirement suggests an early settlement.",https://www.forbes.com/sites/neilwinton/2025/06/09/chinas-rare-earth-clampdown-threatens-global-ev-supply-chainreport/,2025-06-09T12:33:13Z,Forbes
“Apple in China” explains why a US-made iPhone is an embarrassingly naive strategy,"The new “Apple in China” book dives deep into Apple's vast supply chain network in China, arguing that a US-made iPhone is a naive strategy.",https://www.idownloadblog.com/2025/05/16/apple-in-china-book-iphone-manufacturing/,2025-05-16T18:12:03Z,Idownloadblog.com
Hyundai’s new EV factory is teeming with robots — and wariness about the future,"Driving a 2026 Ioniq 9 SUV around the Hyundai Motor Group Metaplant in Georgia can feel like a victory lap for the South Korean automaker. Hyundai's electric flagship carves out room for three America-centric rows of seats, from a booming brand whose EVs and …",https://www.theverge.com/electric-cars/675597/hyundais-new-ev-factory-is-teeming-with-robots-and-wariness-about-the-future,2025-05-28T18:54:30Z,The Verge
Tesla Ditched Lease Buyouts for Robotaxi Ambitions - Then ‘Cashed in on Used Cars’,"Four people familiar with Tesla’s retail operations have reported that from 2019 to 2024, the company told leasing customers they would be unable to buy...",https://www.autoblog.com/news/tesla-ditched-lease-buyouts-for-robotaxi-ambitions-then-cashed-in-on-used-cars,2025-05-18T16:00:00Z,Autoblog
"No immigration changes under way for farm, hospitality workers, Washington Post reports","WASHINGTON (Reuters) -There are no policy changes under way to exempt farm, hotel and other leisure workers from Donald Trump's immigration crackdown, the...",https://ca.news.yahoo.com/no-immigration-changes-under-way-142516116.html,2025-06-13T14:25:16Z,Yahoo Entertainment
The Ramifications Of Not Achieving Interoperability And Democratization In The Supply Chain World,"Chaos ensues in the absence of an interoperable, democratized supply chain network.",https://www.forbes.com/councils/forbestechcouncil/2025/05/23/the-ramifications-of-not-achieving-interoperability-and-democratization-in-the-supply-chain-world/,2025-05-23T13:30:00Z,Forbes
Walmart helped keep America's prices low for decades. Now it's leading them higher,"Walmart (WMT) has acted as a deflationary force in the U.S. economy for decades, using its massive scale and supply chain dominance — especially with low-cost Chinese manufacturing — to push prices down across retail. By demanding rock-bottom prices from supp…",https://qz.com/walmart-prices-inflation-tariffs-retail-1851780979,2025-05-16T12:48:27Z,Quartz India
"DragonForce double-whammy: First hit an MSP, then use RMM software to push ransomware","SimpleHelp was the vector for the attack
DragonForce ransomware infected a managed service provider, and its customers, after attackers exploited security flaws in remote monitoring and management tool SimpleHelp.…",https://www.theregister.com/2025/05/28/dragonforce_ransomware_gang_sets_fire/,2025-05-28T06:45:09Z,Theregister.com
Canalys: iPhone exports from India to the U.S. totaled 11.5 million between January and April,"Last month, in the thick of the confusion surrounding President Trump’s tariffs extravaganza, it was reported that while Apple had flown out three iPhone-packed cargo airplanes out of China and India, it had also ramped up production in India.



Now, despite…",https://9to5mac.com/2025/05/27/iphone-exports-from-india-spike/,2025-05-27T20:45:26Z,9to5Mac
